Player	選手	Side	Team	Date	Game	Pitch	Pitches	Velocity	Location	ResultType	Result
Sato, Teruaki	佐藤 輝明	left	HAN	2021-04-29	62781	straight	1	147	2,2	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2021-04-29	62781	fork	6	137	3,5	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-04-29	62781	fork	7	137	4,3	out	throw-out
Sato, Teruaki	佐藤 輝明	left	HAN	2021-04-29	62781	two-seam	5	149	5,4	walk	unintentional
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-25	62847	straight	2	138	2,3	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-25	62847	straight	1	138	2,3	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-25	62847	fork	1	135	4,3	error	fielder
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-25	62847	straight	6	149	2,2	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-02	62791	change-up	6	128	4,4	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-02	62791	change-up	6	127	4,4	out	throw-out
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-02	62791	change-up	5	129	3,5	hit	home-run
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-02	62791	straight	5	159	2,3	hit	single
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-02	62791	straight	1	141	1,5	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-04	62795	two-seam	2	136	2,3	hit	single
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-04	62795	slider	3	130	4,4	out	throw-out
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-04	62795	straight	5	144	4,2	strikeout	called
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-04	62795	straight	3	141	1,1	hit-by-pitch	NA
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-04	62795	fork	3	131	4,4	hit	home-run
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-05	62798	straight	5	146	1,2	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-05	62798	straight	3	146	2,1	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-05	62798	straight	6	NA	2,4	hit	single
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-07	62802	fork	2	131	3,3	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-07	62802	straight	5	145	2,2	hit	home-run
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-07	62802	slider	2	139	4,4	out	throw-out
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-07	62802	NA	0	NA	NA	walk	intentional
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-07	62802	change-up	5	135	3,2	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-08	62804	change-up	2	138	4,2	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-08	62804	two-seam	3	151	4,3	hit	single
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-08	62804	two-seam	2	148	3,3	hit	single
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-08	62804	slider	4	122	5,5	walk	unintentional
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-09	62807	two-seam	3	143	4,5	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-09	62807	two-seam	5	139	4,5	walk	unintentional
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-09	62807	two-seam	4	156	2,4	out	fly-ball-line-drive
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-09	62807	straight	5	152	3,1	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-11	62811	straight	5	147	2,2	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-11	62811	straight	5	146	1,2	hit	double
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-11	62811	straight	6	NA	5,4	walk	unintentional
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-11	62811	cutter	4	146	4,3	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-13	62816	straight	3	NA	2,4	out	throw-out
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-13	62816	slider	6	137	2,4	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-13	62816	slider	3	133	2,3	hit	single
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-13	62816	straight	2	146	3,2	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-14	62817	straight	2	146	2,3	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-14	62817	cutter	1	137	3,4	hit	double
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-14	62817	straight	2	146	2,3	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-14	62817	slider	4	130	5,5	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-28	62863	fork	5	141	4,3	hit	home-run
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-28	62863	slider	4	131	1,5	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-28	62863	straight	2	144	2,3	hit	home-run
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-28	62863	straight	4	153	4,1	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-28	62863	straight	4	154	4,2	hit	home-run
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-30	62875	cutter	8	143	4,3	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-30	62875	slider	4	134	2,4	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-30	62875	straight	7	125	3,1	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-30	62875	slider	3	138	2,3	hit	single
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-30	62875	straight	5	155	4,4	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-26	62853	slider	2	NA	1,3	hit	single
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-26	62853	straight	3	146	2,2	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-26	62853	straight	1	148	2,3	hit	double
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-29	62869	change-up	5	137	3,4	out	throw-out
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-29	62869	change-up	1	138	4,3	out	throw-out
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-29	62869	curve	4	135	1,5	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-29	62869	straight	3	155	3,3	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-15	62820	split-finger	5	141	4,5	hit	double
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-15	62820	curve	5	135	4,4	hit	double
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-15	62820	straight	2	148	2,3	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-15	62820	slider	2	127	3,3	hit	double
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-16	62823	cutter	2	127	3,3	out	throw-out
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-16	62823	fork	7	NA	4,5	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-16	62823	straight	4	147	4,1	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-16	62823	curve	3	111	4,3	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-18	62828	straight	4	NA	4,2	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-18	62828	straight	5	151	4,1	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-18	62828	change-up	1	125	2,4	hit	single
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-18	62828	slider	4	127	5,3	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-19	62831	two-seam	1	141	2,3	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-19	62831	slider	3	129	5,5	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-19	62831	slider	4	131	5,5	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-19	62831	straight	2	146	2,2	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-27	62859	straight	4	152	2,4	hit	single
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-27	62859	straight	2	151	2,3	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-27	62859	NA	0	NA	NA	walk	intentional
Sato, Teruaki	佐藤 輝明	left	HAN	2021-05-27	62859	cutter	1	NA	3,1	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-10-26	71425	straight	5	147	4,2	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-10-26	71425	straight	4	147	3,3	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-10-26	71425	straight	7	NA	2,1	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2021-10-21	71051	slider	6	127	2,3	out	throw-out
Sato, Teruaki	佐藤 輝明	left	HAN	2021-10-21	71051	cutter	5	141	3,4	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2021-10-14	63170	straight	8	149	4,4	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-10-17	68527	fork	5	138	3,5	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-10-18	68528	slider	2	126	3,3	hit	double
Sato, Teruaki	佐藤 輝明	left	HAN	2021-10-18	68528	change-up	4	130	3,5	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-10-23	68539	straight	7	147	2,3	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-10-23	68539	change-up	9	130	3,5	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-10-23	68539	straight	1	149	2,4	hit	single
Sato, Teruaki	佐藤 輝明	left	HAN	2021-10-24	68541	straight	5	140	2,2	hit	home-run
Sato, Teruaki	佐藤 輝明	left	HAN	2021-10-24	68541	two-seam	8	130	4,4	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2021-10-24	68541	straight	6	137	5,5	walk	unintentional
Sato, Teruaki	佐藤 輝明	left	HAN	2021-10-24	68541	curve	7	119	3,4	hit	single
Sato, Teruaki	佐藤 輝明	left	HAN	2021-10-19	68530	fork	4	138	3,5	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-10-01	63138	slider	5	134	4,4	out	throw-out
Sato, Teruaki	佐藤 輝明	left	HAN	2021-10-03	63144	straight	5	146	4,3	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-10-03	63144	curve	2	116	3,4	out	throw-out
Sato, Teruaki	佐藤 輝明	left	HAN	2021-10-03	63144	straight	3	145	4,3	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-10-03	63144	slider	2	138	3,3	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2021-10-05	63147	cutter	5	133	3,4	hit	single
Sato, Teruaki	佐藤 輝明	left	HAN	2021-10-05	63147	straight	2	143	2,2	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2021-10-05	63147	straight	4	149	3,1	walk	unintentional
Sato, Teruaki	佐藤 輝明	left	HAN	2021-10-05	63147	straight	2	145	2,1	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2021-10-06	63150	straight	6	146	2,4	strikeout	called
Sato, Teruaki	佐藤 輝明	left	HAN	2021-10-06	63150	straight	3	145	2,2	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2021-10-06	63150	slider	5	129	3,5	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-10-10	63161	straight	5	133	2,3	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2021-10-10	63161	cutter	4	125	5,4	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-10-10	63161	straight	1	NA	2,4	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2021-10-12	63164	straight	2	144	3,2	hit	single
Sato, Teruaki	佐藤 輝明	left	HAN	2021-10-12	63164	curve	7	124	5,4	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-10-12	63164	change-up	3	124	2,5	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-10-12	63164	slider	5	130	3,3	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2021-10-13	63167	cutter	6	142	2,2	out	throw-out
Sato, Teruaki	佐藤 輝明	left	HAN	2021-08-29	63060	straight	7	151	3,1	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-08-26	63051	slider	3	126	4,3	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2021-08-26	63051	change-up	3	127	4,3	sacrifice	sacrifice-fly
Sato, Teruaki	佐藤 輝明	left	HAN	2021-08-26	63051	cutter	2	136	4,2	out	throw-out
Sato, Teruaki	佐藤 輝明	left	HAN	2021-08-26	63051	NA	0	NA	NA	walk	intentional
Sato, Teruaki	佐藤 輝明	left	HAN	2021-08-31	63063	straight	7	NA	4,2	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-08-25	63049	straight	4	149	4,4	strikeout	called
Sato, Teruaki	佐藤 輝明	left	HAN	2021-08-25	63049	split-finger	5	136	3,3	out	throw-out
Sato, Teruaki	佐藤 輝明	left	HAN	2021-08-25	63049	split-finger	3	140	4,2	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-08-25	63049	fork	3	140	3,5	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-08-28	63057	cutter	4	135	4,2	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2021-08-28	63057	straight	7	136	1,1	walk	unintentional
Sato, Teruaki	佐藤 輝明	left	HAN	2021-08-28	63057	slider	4	134	3,5	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-08-28	63057	straight	5	149	2,3	strikeout	called
Sato, Teruaki	佐藤 輝明	left	HAN	2021-08-24	63046	fork	4	139	2,5	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-08-24	63046	fork	5	138	2,4	out	throw-out
Sato, Teruaki	佐藤 輝明	left	HAN	2021-08-24	63046	cutter	5	139	1,2	walk	unintentional
Sato, Teruaki	佐藤 輝明	left	HAN	2021-08-24	63046	cutter	3	145	2,5	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-08-27	63054	straight	5	147	2,1	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-08-27	63054	slider	7	124	3,3	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-08-27	63054	fork	3	135	4,5	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-08-27	63054	straight	2	156	2,3	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2021-08-13	63020	cutter	5	141	4,4	strikeout	called
Sato, Teruaki	佐藤 輝明	left	HAN	2021-08-13	63020	cutter	3	139	2,4	hit	double
Sato, Teruaki	佐藤 輝明	left	HAN	2021-08-13	63020	change-up	5	137	4,4	hit	single
Sato, Teruaki	佐藤 輝明	left	HAN	2021-08-13	63020	straight	5	150	4,4	hit	double
Sato, Teruaki	佐藤 輝明	left	HAN	2021-08-14	63023	straight	2	144	3,1	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2021-08-14	63023	change-up	1	134	4,4	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2021-08-14	63023	change-up	3	128	2,5	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-08-14	63023	straight	3	148	3,3	out	throw-out
Sato, Teruaki	佐藤 輝明	left	HAN	2021-08-14	63023	straight	6	148	2,1	hit	double
Sato, Teruaki	佐藤 輝明	left	HAN	2021-08-15	63026	straight	6	142	3,1	out	throw-out
Sato, Teruaki	佐藤 輝明	left	HAN	2021-08-15	63026	straight	4	142	2,3	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2021-08-15	63026	straight	5	150	2,1	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-08-15	63026	fork	4	131	3,5	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-08-17	63028	change-up	5	127	4,2	hit	single
Sato, Teruaki	佐藤 輝明	left	HAN	2021-08-17	63028	straight	6	141	2,2	hit	home-run
Sato, Teruaki	佐藤 輝明	left	HAN	2021-08-17	63028	straight	3	137	2,4	hit	home-run
Sato, Teruaki	佐藤 輝明	left	HAN	2021-08-17	63028	two-seam	1	148	2,3	out	throw-out
Sato, Teruaki	佐藤 輝明	left	HAN	2021-08-17	63028	nuckle-curve	4	126	3,5	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-08-18	63031	split-finger	7	141	3,3	out	throw-out
Sato, Teruaki	佐藤 輝明	left	HAN	2021-08-18	63031	straight	3	146	2,3	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2021-08-18	63031	slider	5	130	3,3	hit	single
Sato, Teruaki	佐藤 輝明	left	HAN	2021-08-18	63031	two-seam	3	154	1,2	walk	unintentional
Sato, Teruaki	佐藤 輝明	left	HAN	2021-08-18	63031	straight	4	135	3,4	hit	single
Sato, Teruaki	佐藤 輝明	left	HAN	2021-08-19	63033	straight	5	145	2,1	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-08-19	63033	straight	6	142	2,3	hit	single
Sato, Teruaki	佐藤 輝明	left	HAN	2021-08-19	63033	two-seam	1	153	1,4	hit-by-pitch	NA
Sato, Teruaki	佐藤 輝明	left	HAN	2021-08-19	63033	straight	4	156	3,4	hit	home-run
Sato, Teruaki	佐藤 輝明	left	HAN	2021-08-20	63036	change-up	5	129	4,3	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2021-08-20	63036	straight	5	144	3,2	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2021-08-20	63036	change-up	6	130	3,2	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-08-21	63039	slider	6	132	1,5	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-08-21	63039	split-finger	4	142	4,5	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-08-21	63039	cutter	2	133	3,3	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2021-08-21	63039	cutter	4	143	2,2	hit	single
Sato, Teruaki	佐藤 輝明	left	HAN	2021-08-22	63042	straight	1	141	3,4	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2021-08-22	63042	change-up	1	127	3,5	out	throw-out
Sato, Teruaki	佐藤 輝明	left	HAN	2021-08-22	63042	change-up	6	127	4,4	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-08-22	63042	straight	4	145	2,5	out	throw-out
Sato, Teruaki	佐藤 輝明	left	HAN	2021-09-03	63072	fork	4	133	4,5	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-09-04	63075	straight	3	NA	2,4	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2021-09-04	63075	straight	5	142	2,2	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-09-04	63075	straight	4	154	2,1	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-09-05	63078	curve	5	119	3,5	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-09-05	63078	straight	6	143	2,4	strikeout	called
Sato, Teruaki	佐藤 輝明	left	HAN	2021-09-09	63086	slider	4	117	5,5	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-09-09	63086	straight	4	150	2,1	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-09-23	63117	straight	4	138	3,1	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-09-23	63117	cutter	4	132	3,3	out	throw-out
Sato, Teruaki	佐藤 輝明	left	HAN	2021-09-23	63117	straight	4	144	3,1	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2021-09-23	63117	straight	6	142	3,4	strikeout	called
Sato, Teruaki	佐藤 輝明	left	HAN	2021-09-24	63119	slider	6	125	3,4	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2021-09-24	63119	curve	6	120	3,3	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-09-24	63119	straight	3	150	3,1	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2021-09-25	63122	straight	6	151	1,3	walk	unintentional
Sato, Teruaki	佐藤 輝明	left	HAN	2021-09-25	63122	fork	4	139	4,5	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-09-25	63122	fork	6	142	4,3	out	throw-out
Sato, Teruaki	佐藤 輝明	left	HAN	2021-09-25	63122	straight	4	145	4,4	strikeout	called
Sato, Teruaki	佐藤 輝明	left	HAN	2021-09-26	63125	fork	8	131	5,3	walk	unintentional
Sato, Teruaki	佐藤 輝明	left	HAN	2021-09-26	63125	slider	3	125	2,3	out	throw-out
Sato, Teruaki	佐藤 輝明	left	HAN	2021-09-26	63125	straight	4	144	1,2	walk	unintentional
Sato, Teruaki	佐藤 輝明	left	HAN	2021-09-26	63125	straight	4	157	3,3	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2021-09-28	63130	straight	3	148	4,4	strikeout	called
Sato, Teruaki	佐藤 輝明	left	HAN	2021-09-28	63130	two-seam	4	144	2,5	out	throw-out
Sato, Teruaki	佐藤 輝明	left	HAN	2021-09-28	63130	straight	4	155	3,1	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-09-29	63133	straight	2	142	3,2	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2021-09-01	63066	straight	4	145	4,3	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-06-11	62934	sinker	3	129	5,3	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2021-06-11	62934	straight	4	140	3,5	walk	unintentional
Sato, Teruaki	佐藤 輝明	left	HAN	2021-06-11	62934	sinker	6	127	3,4	hit	single
Sato, Teruaki	佐藤 輝明	left	HAN	2021-06-11	62934	straight	6	148	4,1	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-06-12	62940	straight	4	146	2,1	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2021-06-12	62940	straight	3	147	3,4	hit	single
Sato, Teruaki	佐藤 輝明	left	HAN	2021-06-12	62940	slider	3	135	2,4	hit	home-run
Sato, Teruaki	佐藤 輝明	left	HAN	2021-06-12	62940	straight	7	147	4,2	hit	single
Sato, Teruaki	佐藤 輝明	left	HAN	2021-06-12	62940	straight	4	147	1,1	hit-by-pitch	NA
Sato, Teruaki	佐藤 輝明	left	HAN	2021-06-27	62975	split-finger	4	140	4,5	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-06-27	62975	split-finger	2	136	4,2	out	throw-out
Sato, Teruaki	佐藤 輝明	left	HAN	2021-06-27	62975	split-finger	5	137	3,2	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2021-06-27	62975	straight	4	147	2,4	hit	double
Sato, Teruaki	佐藤 輝明	left	HAN	2021-06-13	62946	cutter	3	135	4,4	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2021-06-13	62946	straight	4	144	4,2	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-06-13	62946	straight	5	143	1,2	out	throw-out
Sato, Teruaki	佐藤 輝明	left	HAN	2021-06-13	62946	slider	3	136	2,5	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-06-18	62953	slider	2	128	4,4	hit	double
Sato, Teruaki	佐藤 輝明	left	HAN	2021-06-18	62953	straight	4	144	4,3	hit	single
Sato, Teruaki	佐藤 輝明	left	HAN	2021-06-18	62953	straight	3	150	2,2	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2021-06-18	62953	straight	5	NA	2,2	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2021-06-19	62956	slider	3	130	1,4	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-06-19	62956	slider	2	135	2,3	out	throw-out
Sato, Teruaki	佐藤 輝明	left	HAN	2021-06-19	62956	slider	6	138	3,2	hit	home-run
Sato, Teruaki	佐藤 輝明	left	HAN	2021-06-19	62956	straight	5	159	5,1	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-06-20	62959	straight	7	145	1,3	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2021-06-20	62959	straight	1	144	2,4	hit	single
Sato, Teruaki	佐藤 輝明	left	HAN	2021-06-20	62959	straight	1	152	4,4	hit	home-run
Sato, Teruaki	佐藤 輝明	left	HAN	2021-06-20	62959	straight	4	144	3,5	walk	unintentional
Sato, Teruaki	佐藤 輝明	left	HAN	2021-06-22	62961	straight	4	145	2,3	hit	double
Sato, Teruaki	佐藤 輝明	left	HAN	2021-06-22	62961	cutter	5	137	5,4	out	throw-out
Sato, Teruaki	佐藤 輝明	left	HAN	2021-06-22	62961	fork	5	140	3,4	out	throw-out
Sato, Teruaki	佐藤 輝明	left	HAN	2021-06-22	62961	fork	8	138	3,4	hit	single
Sato, Teruaki	佐藤 輝明	left	HAN	2021-06-23	62964	change-up	1	131	5,3	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2021-06-23	62964	straight	4	145	2,3	hit	single
Sato, Teruaki	佐藤 輝明	left	HAN	2021-06-23	62964	change-up	3	131	4,4	hit	home-run
Sato, Teruaki	佐藤 輝明	left	HAN	2021-06-23	62964	cutter	2	144	1,2	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2021-06-24	62966	straight	4	143	2,1	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-06-24	62966	straight	4	140	3,1	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2021-06-24	62966	straight	7	143	2,2	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2021-06-24	62966	slider	4	127	1,5	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-06-26	62972	straight	2	NA	2,2	out	other-out
Sato, Teruaki	佐藤 輝明	left	HAN	2021-06-26	62972	straight	10	148	2,3	strikeout	called
Sato, Teruaki	佐藤 輝明	left	HAN	2021-06-26	62972	slider	4	135	5,5	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-06-29	62979	two-seam	2	139	2,3	out	fly-ball
Sato, Teruaki	佐藤 輝明	left	HAN	2021-06-29	62979	slider	3	126	4,4	hit	single
Sato, Teruaki	佐藤 輝明	left	HAN	2021-06-29	62979	straight	5	144	4,3	strikeout	called
Sato, Teruaki	佐藤 輝明	left	HAN	2021-06-29	62979	slider	4	133	3,5	strikeout	swinging
Sato, Teruaki	佐藤 輝明	left	HAN	2021-06-30	62982	fork	4	133	2,5	strikeout	swinging
